LEVEL	WORD	POS	SEMANTIC_GROUP	RUSSIAN_TRANSLATION	DEFINITION	EXAMPLE_SENTENCE
B2	examine	verb	academic_skills	изучать	To investigate or inspect something in detail.	The committee examined the report for three hours before making a decision.
B2	distinguish	verb	academic_skills	различать	To recognise or point out the difference between two things.	She could easily distinguish between the two nearly identical paintings.
B2	regardless	adverb	logical_connectors	независимо от	Despite what else is happening; without being affected by something.	She decided to go ahead with the plan regardless of the risks involved.
B2	nevertheless	adverb	logical_connectors	тем не менее	In spite of that; despite what has been said.	The weather was terrible; nevertheless, the event went ahead as planned.
B2	whereas	conjunction	logical_connectors	тогда как	While in contrast; used to compare two different things.	She prefers the city whereas her husband loves the countryside.
B2	thereby	adverb	logical_connectors	тем самым	As a result of that action.	He completed the course early, thereby freeing time for other projects.
B2	furthermore	adverb	logical_connectors	кроме того	In addition to what has been said.	The product is cheaper; furthermore, it uses far less energy.
B2	consequently	adverb	logical_connectors	следовательно	As a result; therefore.	She missed the last train and consequently had to take a taxi home.
B2	nonetheless	adverb	logical_connectors	тем не менее	In spite of something; despite this.	The film had mixed reviews; nonetheless, it became a box office hit.
B2	although	conjunction	logical_connectors	хотя	Despite the fact that; in spite of the fact that.	Although it was cold outside, the children wanted to play in the garden.
B2	despite	preposition	logical_connectors	несмотря на	Without being affected by; in spite of.	Despite the rain, they decided to hold the event outdoors.
B2	therefore	adverb	logical_connectors	поэтому	For that reason; as a result.	He was ill and therefore unable to attend the meeting in person.
B2	threat	noun	risk_danger	угроза	A statement that you will harm someone; a danger.	Climate change poses a serious threat to biodiversity worldwide.
B2	risk	noun	risk_danger	риск	The possibility that something harmful will happen.	There is always a risk of failure when starting a new business.
B2	vulnerable	adjective	risk_danger	уязвимый	Exposed to the possibility of being harmed or attacked.	Elderly people are particularly vulnerable during extreme heat waves.
B2	severe	adjective	risk_danger	тяжёлый/суровый	Very bad, serious, or harsh.	The severe winter storm blocked roads across the entire region.
B2	urgent	adjective	risk_danger	срочный	Requiring immediate action or attention.	The doctor said the patient needed urgent surgery that same evening.
B2	critical	adjective	risk_danger	критический	Of extreme importance; at a point of crisis.	The patient was in a critical condition after the accident.
B2	inevitable	adjective	risk_danger	неизбежный	Certain to happen; impossible to prevent.	If nothing changes, a global water crisis seems inevitable.
B2	fatal	adjective	risk_danger	смертельный	Causing death or complete failure.	He made a fatal error of judgement that cost him the championship.
B2	collapse	verb	risk_danger	рухнуть/обвалиться	To fall down suddenly; to fail completely.	The company collapsed under the weight of its debts.
B2	outbreak	noun	risk_danger	вспышка (болезни)	A sudden occurrence of something dangerous, especially a disease.	The outbreak of influenza spread quickly through the school.
B2	phenomenon	noun	science_b2	явление	A fact or event in the natural world.	The northern lights are a breathtaking natural phenomenon.
B2	atmosphere	noun	science_b2	атмосфера	The layer of gases surrounding the Earth.	Carbon dioxide accumulates in the atmosphere and traps heat.
B2	organism	noun	science_b2	организм	A living thing, such as a plant, animal, or bacterium.	The lake contains thousands of microscopic organisms.
B2	chemical	noun	science_b2	химическое вещество	A substance produced by or used in chemistry.	Several harmful chemicals were found in the water supply.
B2	radiation	noun	science_b2	излучение	Energy emitted as waves or particles, especially from a nuclear source.	Workers were monitored for exposure to radiation after the accident.
B2	gravity	noun	science_b2	притяжение/гравитация	The force that pulls objects towards each other or towards the Earth.	Gravity keeps the planets in orbit around the sun.
B2	evolution	noun	science_b2	эволюция	The process by which species develop and change over millions of years.	The theory of evolution explains the diversity of life on Earth.
B2	genetic	adjective	science_b2	генетический	Relating to genes or inherited characteristics.	Some diseases have a strong genetic component that runs in families.
B2	cell	noun	science_b2	клетка	The smallest structural unit of a living organism.	Cancer occurs when cells divide in an uncontrolled way.
B2	species	noun	science_b2	вид (биологический)	A group of animals or plants that can breed together.	Hundreds of species of rainforest plants have yet to be identified.
C1	abolish	verb	law_politics	отменять	To formally put an end to a law, system, or practice.	The government voted to abolish the death penalty.
C1	legislation	noun	law_politics	законодательство	A law or set of laws passed by a parliament.	New legislation was passed to protect workers' rights.
C1	jurisdiction	noun	law_politics	юрисдикция	The official power to make legal decisions in a particular area.	The crime was outside the jurisdiction of the local court.
C1	precedent	noun	law_politics	прецедент	An earlier event or decision that serves as an example for future cases.	The ruling set an important precedent for environmental law.
C1	prosecute	verb	law_politics	преследовать в судебном порядке	To take legal action against someone accused of a crime.	The company was prosecuted for dumping chemicals in the river.
C1	verdict	noun	law_politics	вердикт	The decision made by a jury at the end of a trial.	The jury returned a verdict of not guilty after three days.
C1	testimony	noun	law_politics	показания	A formal statement made under oath in a court of law.	Her testimony was crucial in convicting the defendant.
C1	amendment	noun	law_politics	поправка	A change made to a law, document, or plan.	Congress passed an amendment to the constitution.
C1	constitution	noun	law_politics	конституция	The set of fundamental laws and principles of a country.	The right to free speech is protected by the constitution.
C1	sovereignty	noun	law_politics	суверенитет	The authority of a state to govern itself without outside interference.	The island declared sovereignty from its colonial ruler.
C1	elaborate	verb	academic_discourse	разрабатывать подробно	To give more details or explanation about something.	She asked him to elaborate on his reasons for resigning.
C1	articulate	verb	academic_discourse	чётко выражать	To express thoughts or feelings clearly in words.	He was able to articulate the complex idea in simple terms.
C1	assert	verb	academic_discourse	утверждать	To state something confidently and forcefully.	She asserted that the new evidence proved her client's innocence.
C1	contradict	verb	academic_discourse	противоречить	To say the opposite of what someone else has said.	The new findings contradict earlier research on the subject.
C1	discourse	noun	academic_discourse	дискурс	Written or spoken discussion of a subject.	There has been much public discourse about the ethics of AI.
C1	implication	noun	academic_discourse	подтекст/следствие	Something that is suggested without being stated directly.	The implications of the study are far-reaching for public health policy.
C1	paradigm	noun	academic_discourse	парадигма	A typical example or model of something; a way of thinking.	The discovery caused a paradigm shift in our understanding of physics.
C1	premise	noun	academic_discourse	предпосылка	A previous statement from which a conclusion is drawn.	The argument rests on the premise that all people are rational.
C1	coherent	adjective	academic_discourse	последовательный	Logical and consistent; easy to understand.	She presented a coherent argument that convinced the committee.
C1	ambiguous	adjective	academic_discourse	двусмысленный	Open to more than one interpretation; unclear.	The wording of the contract was ambiguous and led to a dispute.
C1	deteriorate	verb	change	ухудшаться	To become worse in quality or condition.	His health deteriorated rapidly over the winter months.
C1	escalate	verb	change	обострять(ся)	To become more serious or intense.	The dispute escalated into a full diplomatic crisis.
C1	undermine	verb	change	подрывать	To gradually weaken or damage something.	His constant criticism was undermining her confidence.
C1	foster	verb	change	способствовать/воспитывать	To encourage or help something develop.	The school aims to foster a love of reading in all pupils.
C1	trigger	verb	change	запускать/вызывать	To cause something to happen.	The stress of the job triggered a serious health problem.
C1	sustain	verb	change	поддерживать	To keep something going over time.	It was difficult to sustain the level of enthusiasm in the long term.
C1	consolidate	verb	change	консолидировать	To combine things or make them stronger.	The company consolidated its operations into a single headquarters.
C1	evolve	verb	change	эволюционировать	To develop gradually over time.	The role of the manager has evolved significantly over the past decade.
C1	disrupt	verb	change	нарушать/разрушать	To prevent something from continuing normally.	The strike disrupted train services across the entire region.
C1	accelerate	verb	change	ускорять	To make something happen faster.	Investment in infrastructure can accelerate economic growth.
C1	entrepreneurship	noun	business_advanced	предпринимательство	The activity of setting up and running businesses.	The university offers a course in entrepreneurship for business students.
C1	monopoly	noun	business_advanced	монополия	A situation in which one company controls an entire market.	The regulator broke up the company's monopoly on internet services.
C1	compliance	noun	business_advanced	соблюдение (требований)	The act of obeying laws, rules, or regulations.	The company invested heavily in compliance to avoid legal penalties.
C1	procurement	noun	business_advanced	закупки	The process of obtaining goods or services for a business.	The procurement department negotiates contracts with suppliers.
C1	liability	noun	business_advanced	ответственность (правовая)	Legal responsibility for something, especially paying a debt.	The company accepted liability for the accident and paid compensation.
C1	subsidiary	noun	business_advanced	дочерняя компания	A company controlled by a larger company.	The bank operates through several subsidiaries in different countries.
C1	liquidate	verb	business_advanced	ликвидировать	To close down a company and sell its assets to pay debts.	The firm was liquidated after years of mounting losses.
C1	dividend	noun	business_advanced	дивиденд	A share of a company's profits paid to shareholders.	Investors received a generous dividend at the end of the financial year.
C1	audit	noun	business_advanced	аудит	An official examination of an organisation's accounts.	The company commissioned an independent audit of its finances.
C1	incentive	noun	business_advanced	стимул	Something that motivates or encourages someone to do something.	The government offered tax incentives to attract foreign investment.
C1	empirical	adjective	science	эмпирический	Based on observation and evidence rather than theory.	The study provided empirical evidence to support the hypothesis.
C1	hypothesis	noun	science	гипотеза	An idea that needs to be tested to see if it is true.	She designed an experiment to test her hypothesis about sleep.
C1	variable	noun	science	переменная	A factor that can change in an experiment or situation.	The researchers controlled all variables except the one being tested.
C1	correlation	noun	science	корреляция	A connection between two things where one affects the other.	There is a strong correlation between poverty and poor health outcomes.
C1	synthesis	noun	science	синтез	The combination of elements to form a new whole.	The paper provides a synthesis of recent research on the topic.
C1	phenomenon	noun	science	феномен	An observable fact or event, especially an unusual one.	The aurora borealis is a stunning natural phenomenon.
C1	organism	noun	science	организм	A living thing such as a plant, animal, or bacterium.	The lake is home to thousands of microscopic organisms.
C1	molecular	adjective	science	молекулярный	Relating to molecules, the smallest units of a substance.	Advances in molecular biology have transformed medicine.
C1	genetic	adjective	science	генетический	Relating to genes and inherited characteristics.	The condition has a strong genetic component that runs in families.
C1	cognitive	adjective	science	когнитивный	Relating to conscious mental processes such as thinking and memory.	Cognitive skills like reasoning and memory improve with practice.
C1	rhetoric	noun	language_advanced	риторика	The art of using language persuasively and effectively.	The politician's rhetoric was powerful but lacked substance.
C1	metaphor	noun	language_advanced	метафора	A word or phrase used in a non-literal sense to describe something.	She used the metaphor of a journey to describe her recovery.
C1	irony	noun	language_advanced	ирония	The use of words to mean the opposite of their usual meaning.	There was a deep irony in the fact that the doctor smoked.
C1	nuance	noun	language_advanced	нюанс	A subtle difference in meaning, expression, or sound.	The translator had to capture every nuance of the original text.
C1	connotation	noun	language_advanced	коннотация	An idea or feeling associated with a word beyond its literal meaning.	The word 'home' has warm connotations of safety and family.
C1	eloquent	adjective	language_advanced	красноречивый	Able to express ideas clearly and in a way that influences people.	She gave an eloquent speech that moved many in the audience to tears.
C1	verbose	adjective	language_advanced	многословный	Using more words than necessary; long-winded.	His report was too verbose and needed to be cut by half.
C1	concise	adjective	language_advanced	краткий	Giving necessary information using few words.	Please write a concise summary of no more than two hundred words.
C1	explicit	adjective	language_advanced	явный/откровенный	Stated clearly and in detail, leaving nothing implied.	The contract was explicit about the penalties for late payment.
C1	implicit	adjective	language_advanced	подразумеваемый	Suggested but not stated directly.	There was an implicit understanding that she would take over the role.
C1	humanitarian	adjective	global_issues	гуманитарный	Relating to efforts to improve human welfare and reduce suffering.	The organisation launched a humanitarian mission to the disaster zone.
C1	infrastructure	noun	global_issues	инфраструктура	The basic systems and services of a country such as roads and power.	Poor infrastructure is one of the biggest barriers to economic growth.
C1	migration	noun	global_issues	миграция	The movement of people from one place to another.	Climate change is expected to drive large-scale migration in the future.
C1	epidemic	noun	global_issues	эпидемия	A widespread occurrence of an infectious disease.	The cholera epidemic spread rapidly through the refugee camps.
C1	sanction	noun	global_issues	санкция	An official punishment or restriction imposed on a country.	The international community imposed sanctions on the rogue state.
C1	regime	noun	global_issues	режим	A government, especially one that controls people strictly.	Citizens suffered under the oppressive regime for decades.
C1	diplomacy	noun	global_issues	дипломатия	The management of international relations through negotiation.	The crisis was resolved through careful diplomacy rather than force.
C1	intervene	verb	global_issues	вмешиваться	To become involved in a difficult situation to improve it.	The UN intervened to stop the fighting between the two factions.
C1	refugee	noun	global_issues	беженец	A person forced to leave their country because of danger or persecution.	Thousands of refugees crossed the border in search of safety.
C1	alliance	noun	global_issues	альянс	A formal agreement between countries or groups to work together.	The military alliance was formed to defend against aggression.
C1	preliminary	adjective	process	предварительный	Happening before the main event; preparing for something.	She passed the preliminary round and advanced to the final.
C1	subsequent	adjective	process	последующий	Coming after something else in time or order.	The initial treatment was successful and subsequent tests showed improvement.
C1	interim	adjective	process	промежуточный/временный	Temporary, until something permanent is established.	She was appointed interim manager while the permanent role was filled.
C1	forthcoming	adjective	process	предстоящий	About to happen or appear soon.	He was reluctant to give details about the forthcoming announcement.
C1	comprehensive	adjective	process	всесторонний	Including all or nearly all aspects of something.	They carried out a comprehensive review of safety procedures.
C1	mandatory	adjective	process	обязательный	Required by law or a rule.	Wearing a seatbelt is mandatory in all vehicles.
C1	criteria	noun	process	критерии	Standards by which something is judged or decided.	Applicants must meet all the criteria to be considered for the role.
C1	protocol	noun	process	протокол/правила	A set of rules about the correct way to behave in a formal situation.	She followed the diplomatic protocol when greeting the ambassador.
C1	implement	verb	process	внедрять	To put a plan or decision into action.	The school implemented a new grading system this term.
C1	monitor	verb	process	контролировать	To watch and check something over a period of time.	Doctors monitored his condition carefully throughout the night.
C1	aspiration	noun	personal_advanced	стремление	A strong hope or desire to achieve something great.	Her aspiration was to become the first woman to lead the company.
C1	integrity	noun	personal_advanced	честность/цельность	The quality of being honest and having strong moral principles.	He was known for his personal integrity and never took bribes.
C1	resilience	noun	personal_advanced	устойчивость/стойкость	The ability to recover quickly from difficulties.	Her resilience in the face of illness inspired everyone around her.
C1	perseverance	noun	personal_advanced	настойчивость	Continued effort to do something despite difficulty.	Her perseverance finally paid off when she passed the exam at the third attempt.
C1	empathy	noun	personal_advanced	эмпатия	The ability to understand and share the feelings of another person.	She showed great empathy when listening to her friend's problems.
C1	compassion	noun	personal_advanced	сострадание	A feeling of pity and desire to help someone who is suffering.	The nurse's compassion made a difficult situation much easier to bear.
C1	humility	noun	personal_advanced	скромность	The quality of not thinking you are better than others.	His success never diminished his natural humility.
C1	dilemma	noun	personal_advanced	дилемма	A situation in which you must choose between two difficult options.	She faced a dilemma between accepting the promotion and caring for her family.
C1	autonomy	noun	personal_advanced	автономия	The right or ability to make your own decisions.	Students need some autonomy to develop critical thinking skills.
C1	motivation	noun	personal_advanced	мотивация	The desire and willingness to do something.	Understanding your employees' motivation is key to good management.
C1	predominant	adjective	patterns	преобладающий	The most common or noticeable in a group.	The predominant feeling in the room was one of relief.
C1	intrinsic	adjective	patterns	внутренний/присущий	Part of the basic nature of something; essential.	Hard work has intrinsic value regardless of external reward.
C1	inherent	adjective	patterns	неотъемлемый	Existing as a permanent or essential quality of something.	There is an inherent tension between freedom and security.
C1	chronic	adjective	patterns	хронический	Persisting for a long time; constantly recurring.	She has suffered from chronic back pain for ten years.
C1	acute	adjective	patterns	острый	Very serious or severe; sharp.	The hospital was dealing with an acute shortage of nurses.
C1	subtle	adjective	patterns	тонкий/едва заметный	Not obvious; difficult to notice.	There was a subtle change in his tone that made her suspicious.
C1	rigorous	adjective	patterns	строгий/тщательный	Extremely thorough and careful.	The research was based on rigorous scientific methodology.
C1	ambivalent	adjective	patterns	амбивалентный	Having mixed or contradictory feelings about something.	She felt ambivalent about moving abroad — excited but also fearful.
C1	erode	verb	patterns	разрушать (постепенно)	To gradually destroy or weaken something.	Years of corruption had eroded trust in the political system.
C1	facilitate	verb	patterns	способствовать/облегчать	To make a process easier or more possible.	The new law is designed to facilitate access to healthcare.
C1	suppress	verb	social_advanced	подавлять	To prevent something from being known or from happening.	The authorities tried to suppress information about the accident.
C1	invoke	verb	social_advanced	ссылаться/призывать	To cite a law or principle as a reason for doing something.	The lawyer invoked the right to silence on behalf of his client.
C1	endorse	verb	social_advanced	одобрять/поддерживать	To officially approve or support something.	Several celebrities endorsed the charity campaign on social media.
C1	denounce	verb	social_advanced	осуждать	To publicly declare something to be wrong or evil.	Human rights groups denounced the treatment of prisoners.
C1	overwhelm	verb	social_advanced	подавлять/захлёстывать	To have a very strong effect on someone; to defeat completely.	She was overwhelmed by the kindness shown to her after her loss.
C1	portray	verb	arts_c1	изображать	To represent or describe someone or something in a particular way.	The film portrays the war through the eyes of ordinary soldiers.
C1	depict	verb	arts_c1	изображать (визуально)	To show or describe something in a picture or piece of writing.	The painting depicts a busy market scene in nineteenth-century Paris.
C1	narrate	verb	arts_c1	рассказывать	To tell a story, often as a voiceover or in writing.	She narrated the documentary about endangered ocean species.
C1	critique	noun	arts_c1	критический разбор	A detailed analysis and assessment of a work of art or literature.	He wrote a lengthy critique of the novel for the literary magazine.
C1	genre	noun	arts_c1	жанр	A particular type or category of art, music, or literature.	Her novels blend the genre of detective fiction with historical drama.
C1	satirical	adjective	arts_c1	сатирический	Using irony or ridicule to expose and criticise foolishness.	The satirical cartoon mocked the government policy effectively.
C1	protagonist	noun	arts_c1	главный герой	The main character in a story or play.	The protagonist struggles throughout the novel to find his true identity.
C1	narrative	noun	arts_c1	повествование	A story or account of events; the way a story is told.	The film uses a non-linear narrative that jumps back and forth in time.
C1	aesthetic	noun	arts_c1	эстетика	A set of principles about the nature of beauty in art.	The minimalist aesthetic of the gallery made the paintings stand out.
C1	controversial	adjective	arts_c1	спорный	Causing disagreement or strong opposing opinions among people.	The artist was known for her controversial installations that divided critics.
C1	inevitable	adjective	logic_c1	неизбежный	Certain to happen; impossible to avoid or prevent.	Given the evidence, a change in leadership seemed inevitable.
C1	arbitrary	adjective	logic_c1	произвольный	Based on random choice rather than reason or logic.	The decision seemed completely arbitrary and impossible to justify.
C1	contradictory	adjective	logic_c1	противоречивый	Containing contradictions; saying the opposite of what is expected.	The two reports contained contradictory findings on the same subject.
C1	plausible	adjective	logic_c1	правдоподобный	Seeming reasonable or probable; credible.	She offered a plausible explanation for why she had been absent.
C1	speculative	adjective	logic_c1	предположительный	Based on guesses rather than known facts.	The article was highly speculative and offered little hard evidence.
C1	tangible	adjective	logic_c1	ощутимый/реальный	Able to be touched; clear and definite; real.	The training programme produced tangible results within six months.
C1	undermine	verb	logic_c1	подрывать	To weaken or damage something gradually.	The leaks to the press undermined confidence in the investigation.
C1	reinforce	verb	logic_c1	укреплять	To make something stronger or more effective.	The new results reinforced the earlier findings of the research team.
C1	mitigate	verb	logic_c1	смягчать	To make something less harmful or serious.	Trees help to mitigate the effects of urban heat islands.
C1	assess	verb	process_c1	оценивать	To consider something carefully and make a judgement about it.	The teacher assessed each student using both written and oral tests.
C1	allocate	verb	process_c1	распределять	To give something to someone for a specific purpose.	The budget was allocated equally between the three departments.
C1	coordinate	verb	process_c1	координировать	To organise different activities so they work together efficiently.	She coordinated the volunteers who helped at the annual charity event.
C1	initiative	noun	process_c1	инициатива	A new plan or action to deal with a particular problem.	The government launched a new initiative to reduce youth unemployment.
C1	framework	noun	process_c1	основа/структура	A set of rules or ideas that provides the structure for something.	The report provides a framework for thinking about digital privacy.
C1	mechanism	noun	process_c1	механизм	A method or system for achieving a particular result.	The law provides a mechanism for resolving disputes between tenants.
C1	hierarchy	noun	organisation	иерархия	A system in which people are ranked one above another.	The strict hierarchy in the company made it hard for junior staff to speak up.
C1	bureaucracy	noun	organisation	бюрократия	A system of government with many complicated rules and processes.	Reformers wanted to cut through the bureaucracy that slowed decision-making.
C1	accountability	noun	organisation	подотчётность	The fact of being responsible and required to explain your actions.	Greater accountability is needed in the way public money is spent.
C1	transparency	noun	organisation	прозрачность	Openness and honesty about how decisions are made.	The new director promised full transparency in all financial dealings.
C1	consensus	noun	organisation	консенсус	A general agreement among a group of people.	The committee reached a consensus after several hours of discussion.
C1	infrastructure	noun	organisation	инфраструктура	The basic systems and structures a country needs to function.	Millions were invested in improving the transport infrastructure.
C1	surveillance	noun	organisation	слежка/надзор	Close observation of a person or group, especially by authorities.	The city installed hundreds of surveillance cameras in public areas.
C1	regulation	noun	organisation	регулирование	An official rule controlling how something is done.	New regulations were introduced to limit pollution from cars.
C1	sanction	verb	organisation	санкционировать	To officially approve or authorise something.	The UN sanctioned the use of peacekeeping forces in the region.
C1	deteriorating	adjective	conditions	ухудшающийся	Becoming progressively worse over time.	Deteriorating weather conditions forced them to abandon the climb.
C1	unprecedented	adjective	conditions	беспрецедентный	Never having happened or existed before.	The company reported unprecedented losses in the final quarter.
C1	catastrophic	adjective	conditions	катастрофический	Involving or causing sudden great damage or suffering.	The failure of the dam would have had catastrophic consequences downstream.
C1	imminent	adjective	conditions	неминуемый	About to happen very soon.	Forecasters warned that an imminent storm would hit the coast by morning.
C1	prolonged	adjective	conditions	длительный	Continuing for a long time; extended.	The prolonged drought caused severe water shortages across the region.
C1	marginal	adjective	conditions	незначительный/маргинальный	Of minor importance; at the edge of a field or group.	The improvement in air quality was marginal and barely noticeable.
C1	radical	adjective	conditions	радикальный	Relating to fundamental change; extreme in views or methods.	The report called for radical reforms to the entire benefits system.
C1	profound	adjective	conditions	глубокий	Very great or intense; showing deep insight or understanding.	The loss of her father had a profound impact on how she viewed life.
C1	explicit	adjective	conditions	явный	Stated clearly and in detail, leaving no room for confusion.	The instructions were explicit about which chemicals must not be mixed.
C1	implicit	adjective	conditions	подразумеваемый	Suggested but not directly expressed.	There was an implicit agreement that nobody would mention the topic again.
C1	encounter	verb	experiences	встречать/сталкиваться	To unexpectedly meet or experience something.	She encountered many difficulties during her first year working abroad.
C1	confront	verb	experiences	противостоять	To deal directly with a problem or difficult situation.	He finally found the courage to confront his fear of failure.
C1	perceive	verb	experiences	воспринимать	To notice or understand something using the senses or the mind.	She perceived a subtle change in his attitude after the meeting.
C1	deduce	verb	experiences	делать вывод	To arrive at a fact or conclusion by reasoning.	From the clues, the detective deduced that the crime had happened at midnight.
C1	acknowledge	verb	experiences	признавать	To accept or admit the existence or truth of something.	She acknowledged that she had made several significant errors.
C1	withstand	verb	experiences	выдерживать	To remain strong when faced with something difficult.	The bridge was designed to withstand earthquakes up to magnitude eight.
C1	provoke	verb	experiences	провоцировать	To cause a reaction or make someone angry.	His comments provoked a wave of angry responses on social media.
C1	inhibit	verb	experiences	сдерживать	To prevent something from happening or make it harder to do.	Shyness can inhibit people from expressing themselves clearly.
C1	prevail	verb	experiences	преобладать/одерживать победу	To prove more powerful or successful; to be most common.	Common sense must prevail if we are to find a lasting solution.
C1	resemble	verb	experiences	быть похожим на	To look or seem similar to something or someone.	The new building closely resembles the old one it replaced.
C2	ubiquitous	adjective	advanced_descriptions	вездесущий	Seeming to appear everywhere at the same time.	Smartphones have become ubiquitous in modern daily life.
C2	ephemeral	adjective	advanced_descriptions	мимолётный	Lasting for only a short time; transient.	Fame in the modern age is often ephemeral, lasting just a few weeks.
C2	esoteric	adjective	advanced_descriptions	эзотерический	Understood only by a small number of people with specialist knowledge.	The professor's lecture was so esoteric that only his colleagues could follow it.
C2	arcane	adjective	advanced_descriptions	загадочный/тайный	Known or understood by very few people; mysterious.	She specialised in the arcane details of medieval contract law.
C2	diaphanous	adjective	advanced_descriptions	прозрачный/тонкий	Light, delicate, and translucent.	The bride wore a diaphanous veil that floated in the breeze.
C2	lugubrious	adjective	advanced_descriptions	мрачный/унылый	Looking or sounding sad and dismal.	He delivered the bad news in a lugubrious tone that matched the moment.
C2	sycophantic	adjective	advanced_descriptions	льстивый	Excessively flattering to gain advantage; obsequious.	The manager was surrounded by sycophantic assistants who never challenged him.
C2	perfidious	adjective	advanced_descriptions	вероломный	Deceitful and untrustworthy; guilty of betrayal.	His perfidious actions destroyed the trust that had taken years to build.
C2	parsimonious	adjective	advanced_descriptions	скупой	Extremely unwilling to spend money or use resources.	He was so parsimonious that he refused to heat his home in winter.
C2	obstreperous	adjective	advanced_descriptions	шумный/буйный	Noisy and difficult to control.	The obstreperous crowd had to be calmed by security staff.
C2	alleviate	verb	advanced_verbs	облегчать	To make suffering or a problem less severe.	The medication helped to alleviate the pain but did not cure the disease.
C2	exacerbate	verb	advanced_verbs	обострять	To make a bad situation worse.	The drought exacerbated the already critical food shortage.
C2	circumvent	verb	advanced_verbs	обходить (закон)	To find a clever way to avoid a rule or problem.	The company used offshore accounts to circumvent tax laws.
C2	subjugate	verb	advanced_verbs	подчинять	To bring under control by force.	The empire subjugated dozens of peoples across three continents.
C2	ameliorate	verb	advanced_verbs	улучшать (положение)	To make something bad or unsatisfactory better.	New housing policies were introduced to ameliorate conditions for the poor.
C2	expunge	verb	advanced_verbs	вычеркивать/стирать	To remove something completely, as if it never existed.	She wanted to expunge the humiliating episode from her memory forever.
C2	obfuscate	verb	advanced_verbs	запутывать	To make something unclear or difficult to understand deliberately.	The report seemed designed to obfuscate rather than clarify the facts.
C2	inundate	verb	advanced_verbs	наводнять	To overwhelm with a large quantity of something.	The charity was inundated with donations after the television appeal.
C2	capitulate	verb	advanced_verbs	капитулировать	To stop resisting and accept defeat or demands.	After weeks of pressure, the government capitulated to the protesters' demands.
C2	vacillate	verb	advanced_verbs	колебаться	To keep changing your opinion or feelings about something.	He vacillated between accepting the offer and staying in his current role.
C2	zeitgeist	noun	advanced_nouns	дух времени	The general mood or spirit of a particular period of history.	Her novel perfectly captured the zeitgeist of the nineteen sixties.
C2	hubris	noun	advanced_nouns	высокомерие	Excessive pride or self-confidence, especially leading to downfall.	His hubris blinded him to the obvious flaws in his strategy.
C2	euphemism	noun	advanced_nouns	эвфемизм	A mild word used instead of a direct word for something unpleasant.	'Passed away' is a common euphemism for 'died'.
C2	paradigm	noun	advanced_nouns	парадигма	A typical example or pattern; a world view underlying theories.	The discovery caused a paradigm shift in how we understand the universe.
C2	dichotomy	noun	advanced_nouns	дихотомия	A division into two opposite or contrasting things.	She explored the dichotomy between nature and nurture in her research.
C2	anomaly	noun	advanced_nouns	аномалия	Something that deviates from what is standard or expected.	The data point was an anomaly that could not be explained by any existing theory.
C2	axiom	noun	advanced_nouns	аксиома	A statement that is accepted as true without proof.	It is an axiom of economics that people respond to incentives.
C2	juxtaposition	noun	advanced_nouns	сопоставление	The placing of two contrasting things next to each other for effect.	The juxtaposition of wealth and poverty was stark in the city centre.
C2	catharsis	noun	advanced_nouns	катарсис	The release of strong emotions through an artistic experience.	The play provided catharsis for audiences dealing with grief.
C2	entropy	noun	advanced_nouns	энтропия	A gradual decline into disorder and chaos.	Without maintenance, every system tends towards entropy over time.
C2	myopic	adjective	advanced_thinking	близорукий (переносн.)	Short-sighted; lacking foresight or long-term planning.	Critics said the policy was myopic and ignored future consequences.
C2	perspicacious	adjective	advanced_thinking	проницательный	Having a ready insight into things; sharp and perceptive.	Her perspicacious analysis identified the flaw before anyone else did.
C2	sagacious	adjective	advanced_thinking	мудрый/проницательный	Having good judgement and wisdom, especially in practical matters.	The sagacious investor avoided the bubble that ruined many others.
C2	didactic	adjective	advanced_thinking	дидактический	Intended to teach or instruct, sometimes in a preachy way.	The novel is entertaining but also quite didactic in its moral message.
C2	quixotic	adjective	advanced_thinking	донкихотский	Hopelessly idealistic and unrealistic.	His quixotic plan to cycle around the world was met with scepticism.
C2	solipsistic	adjective	advanced_thinking	солипсистский	Focused only on one's own existence; self-absorbed.	His solipsistic worldview made it impossible for him to consider others' needs.
C2	tendentious	adjective	advanced_thinking	тенденциозный	Promoting a particular cause or point of view; biased.	The journalist's tendentious reporting angered supporters of the other side.
C2	pedantic	adjective	advanced_thinking	педантичный	Too concerned with minor details and rules.	His pedantic corrections to every minor grammatical error were exhausting.
C2	sanguine	adjective	advanced_thinking	оптимистичный (в трудных обстоятельствах)	Optimistic, especially in a difficult situation.	She remained sanguine about the company's chances despite the setbacks.
C2	inimical	adjective	advanced_thinking	враждебный/вредный	Harmful to or opposed to something.	The regime was inimical to any form of free expression.
C2	proclivity	noun	character	склонность	A natural tendency towards a particular behaviour or activity.	He had a proclivity for collecting rare books.
C2	propensity	noun	character	предрасположенность	A natural inclination or tendency to behave in a particular way.	She had a propensity for taking on too many tasks at once.
C2	truculent	adjective	character	задиристый/агрессивный	Eager to argue or fight; aggressive.	The truculent defendant refused to answer questions calmly.
C2	loquacious	adjective	character	болтливый	Talking a great deal; tending to talk too much.	He was loquacious at parties but silent when it mattered.
C2	taciturn	adjective	character	молчаливый	Saying very little; not communicative.	She was taciturn by nature and preferred to listen rather than speak.
C2	magnanimous	adjective	character	великодушный	Generous and forgiving, especially towards a rival or enemy.	He was magnanimous in victory and congratulated the opposing team warmly.
